stringsfile version 1
8840
str_no_string NO_STRING!
str_farming_name_dacian Aristocratic_Hamlets
str_farming_description_dacian Give_lands_to_local_aristocracy_to_harvest_grain_and_other_goods_will_increase_rents.
str_farming_name_nomadic Tributary_Farms
str_farming_description_nomadic More_farmers_who_pay_tributes_will_mean_an_increase_of_rents.
str_pasture_name_rome Provincial_pastureland
str_pasture_description_rome Increasing_the_pastureland_will_allow_more_cattle,_sheep_and_horses_to_graze,_which_will_generate_more_rents_over_time.
str_pasture_name_eastern Patbaz_pastureland
str_pasture_description_eastern Increasing_the_pastureland_will_allow_more_cattle,_sheep_and_horses_to_graze,_which_will_generate_more_rents_over_time.
str_pasture_name_germanic Pasturelands
str_pasture_description_germanic Increasing_the_pastureland_will_allow_more_cattle,_sheep_and_horses_to_graze,_which_will_generate_more_rents_over_time.
str_pasture_name_british Oathsworn_pastureland
str_pasture_description_british Giving_lands_to_minor_nobles_to_graze_their_cattle,_sheep_and_horses,_which_will_generate_more_rents_over_time.
str_pasture_name_dacian Aristocratic_pastureland
str_pasture_description_dacian Giving_pastureland_to_local_aristocracy_will_allow_them_to_grow_more_cattle,_sheep_and_horses,_which_will_generate_more_rents_over_time.
str_pasture_name_nomadic Tribal_Herds
str_pasture_description_nomadic Enlarge_the_herds_of_the_tribe_with_more_cattle,_sheep_and_horses,_which_will_generate_more_rents_over_time.
str_trader_name_rome Provincial_Trader
str_trader_description_rome Investment_into_local_trade_will_increase_the_tariffs_generated_by_villagers_when_entering_the_market_town_and_will_increase_its_prosperity._Additionally_you_will_get_1,000_denars_per_month_added_to_your_rents_(tolls).
str_trader_name_eastern Bazaar
str_trader_description_eastern Investment_into_local_trade_will_increase_the_tariffs_generated_by_villagers_when_entering_the_market_town_and_will_increase_its_prosperity._Additionally_you_will_get_1,000_denars_per_month_added_to_your_rents_(tolls).
str_trader_name_germanic Fair
str_trader_description_germanic Greating_a_place_for_fairs_and_markets_will_increase_local_trade_will_increase_the_tariffs_generated_by_villagers_when_entering_the_market_town_and_will_increase_its_prosperity._Additionally_you_will_get_1,000_denars_per_month_added_to_your_rents_(tolls).
str_trader_name_british Tavern
str_trader_description_british By_building_a_tavern_people_from_nearby_villages_will_come_and_thus_increases_trade_and_wealth._Additionally_you_will_get_1,000_denars_per_month_added_to_your_rents.
str_trader_name_dacian Public_Markets
str_trader_description_dacian Investment_into_regional_trade_will_increase_the_tariffs_generated_by_villagers_when_entering_the_market_town_and_will_increase_its_prosperity._Additionally_you_will_get_1,000_denars_per_month_added_to_your_rents_(tolls).
str_trader_name_nomadic Trading_Post
str_trader_description_nomadic A_trading_post_will_increase_the_tariffs_generated_by_villagers_when_entering_the_market_town_and_will_increase_its_prosperity._Additionally_you_will_get_1,000_denars_per_month_added_to_your_rents_(tolls).
str_ironmine_name_rome Iron_mine
str_ironmine_description_rome Investing_into_local_iron_mines_will_increase_the_prosperity_of_the_village_every_month._It_will_also_increase_your_income_generated_by_slaves_working_in_the_village.
str_quarry_name_rome Quarry
str_quarry_description_rome A_quarry_will_increase_the_production_of_stone_and_generates_additional_income_from_slaves_working_in_the_village.
str_slave_market_name_rome Slave_Market
str_slave_market_description_rome A_slave_market_increases_the_prosperity_and_tariffs_of_the_center._It_will_increase_income_of_the_town_by_1,500_(fees).
str_silvermine_name_rome Silver_and_gold_mine
str_silvermine_description_rome Investing_into_local_silver_and_gold_production_will_increasse_the_prosperity_of_the_village_every_month_and_will_generate_an_additional_income_directly_paid_into_your_pocket._It_will_also_increase_the_income_generarted_by_slaves_working_in_the_village.
str_training_name_rome Training_Ground
str_training_description_rome A_training_ground_allows_your_troops_to_train_while_garrisoned_in_the_center._It_will_cost_1000_denars_a_month_to_maintain_(costs_will_be_paid_from_rents).
str_mill_simple_name_rome Mill
str_mill_simple_description_rome A_mill_increases_village_prosperity_every_month._And_it_will_also_add_an_additional_income_of_600_denars_to_the_center_rents_(fees).
str_firefighters_name_rome Fire_Department
str_firefighters_description_rome Organizing_a_professional_fire_department_can_decrease_the_chance_of_devastating_fires._It_will_cost_500_denars_a_month_to_maintain_(costs_will_be_paid_from_rents).
str_firefighters_name_eastern Windcatchers
str_firefighters_description_eastern Windcatchers_are_special_buildings_designed_to_decrease_temprature_in_the_city._Hence_they_decreases_the_chance_of_devastating_fires._It_will_cost_500_denars_a_month_to_maintain_(costs_will_be_paid_from_rents).
str_firefighters_name_germanic Sanctuary_of_Wodanaz
str_firefighters_description_germanic Creating_a_sacred_grove_for_Wodanaz_to_honour_him_will_decrease_the_chance_of_devastating_events_like_fires._It_will_cost_500_denars_a_month_to_maintain_(costs_will_be_paid_from_rents).
str_firefighters_name_british Sanctuary_of_Epona
str_firefighters_description_british Creating_a_large_sanctuary_for_Epona_will_appease_her_and_decrease_the_chance_of_devastating_events_like_fires._It_will_cost_500_denars_a_month_to_maintain_(costs_will_be_paid_from_rents).
str_firefighters_name_dacian Basic_Sanitations
str_firefighters_description_dacian Make_waster_disposal_more_efficient_to_decrease_chance_of_devastating_events_like_fires._It_will_cost_500_denars_a_month_to_maintain_(costs_will_be_paid_from_rents).
str_firefighters_name_nomadic Altar
str_firefighters_description_nomadic Build_an_altar_to_honor_the_gods._This_will_decrease_chance_of_devastating_events_like_fires._It_will_cost_500_denars_a_month_to_maintain_(costs_will_be_paid_from_rents).
str_watchtower_name_rome Watch_Tower
str_watchtower_description_rome A_watch_tower_lets_the_villagers_raise_alarm_earlier._The_time_it_takes_for_enemies_to_loot_the_village_increases_by_50%.
str_school_name_rome School
str_school_description_rome A_school_increases_the_loyality_of_the_villagers_to_you_by_+1_every_month_and_also_increases_wealth._It_will_cost_500_denars_a_month_to_maintain_(costs_will_be_paid_from_rents).
str_school_name_eastern Archery_Games
str_school_description_eastern Games_will_entertain_the_population_and_thus_increase_your_relation_by_+1_every_month_and_also_increases_wealth._It_will_cost_500_denars_a_month_to_maintain_(costs_will_be_paid_from_rents).
str_school_name_germanic Storyteller
str_school_description_germanic Building_a_house_for_a_storyteller_will_entertain_the_population_and_thus_increase_the_loyality_of_the_villagers_to_you_by_+1_every_month_and_also_increases_wealth._It_will_cost_500_denars_a_month_to_maintain_(costs_will_be_paid_from_rents).
str_school_name_british Hall_of_the_Elders
str_school_description_british Building_a_hall_where_the_elders_can_gather_will_increase_your_realtion_by_+1_each_month_and_also_increases_wealth._It_will_cost_500_denars_a_month_to_maintain_(costs_will_be_paid_from_rents).
str_school_name_dacian School_of_Nobles
str_school_description_dacian A_school_to_teach_the_local_aristocracy_will_increases_the_loyality_by_+1_every_month_and_also_increases_wealth._It_will_cost_500_denars_a_month_to_maintain_(costs_will_be_paid_from_rents).
str_school_name_nomadic Learning_Grove
str_school_description_nomadic A_learning_grove_increases_the_loyality_of_the_villagers_to_you_by_+1_every_month_and_also_increases_wealth._It_will_cost_500_denars_a_month_to_maintain_(costs_will_be_paid_from_rents).
str_messenger_post_name_rome Messenger_Post
str_messenger_post_description_rome A_messenger_post_lets_the_inhabitants_send_you_a_message_whenever_enemies_are_nearby,_even_if_you_are_far_away_from_here._It_will_cost_250_denars_a_month_to_maintain_(costs_will_be_paid_from_rents).
str_prison_tower_name_rome Prison
str_prison_tower_description_rome A_prison_reduces_the_chance_of_captives_held_here_running_away_successfully._A_prisoner_tower_also_allows_you_to_torture_your_prisoners.
str_rome_rebuild Amphitheatrum_Maximum
str_rome_rebuild_description The_great_fire_destroy_most_of_Rome_and_the_work_to_rebuilt_it_is_still_not_finished._Yet,_there_is_plenty_of_free_space_that_could_be_used_for_maginificant_buildings._The_people_love_games!_Why_not_building_an_amphitheatre_fitting_for_a_metropolis_like_Rome?
str_forum_name_rome Forum
str_forum_description_rome Your_own_forum,_the_Forum_{playername},_is_a_sign_of_power._It_will_increase_your_renown,_your_relation_with_this_center_and_tariff_income._It_will_also_increase_your_reputation_and_gain_you_experience.
str_forum_name_eastern Grand_Bazaar
str_forum_description_eastern Building_a_great_bazaar_is_a_sign_of_prestige._It_will_increase_your_renown,_your_relation_with_this_center_and_tariff_income._It_will_also_increase_your_reputation_and_gain_you_experience.
str_forum_name_germanic Great_Thingstead
str_forum_description_germanic Greating_sever_halls_where_for_the_thingstead_is_a_sign_of_power._It_will_increase_your_renown_and_your_relation_with_this_center._It_will_also_increase_your_reputation_and_gain_you_experience._Additionally_the_income_from_tariffs_will_be_raised_due_to_increased_trade.
str_forum_name_british Coin_Mint
str_forum_description_british Building_a_smithy_to_mint_your_own_coint_is_a_sign_of_power._It_will_increase_your_renown_and_your_relation_with_this_center._It_will_also_increase_your_reputation_and_gain_you_experience._Additionally_the_income_from_tariffs_will_be_raised_due_to_increased_trade.
str_forum_name_dacian Temple_of_Zalmoxis
str_forum_description_dacian Building_a_great_temple_for_Zalmoxis_is_a_sign_of_power._It_will_increase_your_renown_and_your_relation_with_this_center._It_will_also_increase_your_reputation_and_gain_you_experience._Additionally_the_income_from_tariffs_will_be_increased_due_to_pilgrims_coming_into_the_town.
str_forum_name_nomadic Sanctuary_of_Api
str_forum_description_nomadic Honor_the_great_goddess_Api._It_will_increase_your_renown_and_your_relation_with_this_center._It_will_also_increase_your_reputation_and_gain_you_experience._Additionally_the_tariffs_income_will_be_increased_due_to_pilgrims_entering_town.
str_temple_name_rome Temple_of_{s38}
str_temple_description_rome Your_own_temple_to_honor_{s38}_will_allow_you_to_make_sacrifices_at_the_town._It_will_for_sure_please_{s38}.
str_theatre_name_rome Theatre
str_theatre_description_rome A_theatre,_the_Theatrum_{playername},_gives_the_people_another_possibility_to_enjoy._It_is_also_a_sign_of_power_and_increase_your_renown_and_relation_with_this_center._It_will_also_increase_your_reputation_and_gain_you_experience.
str_theatre_name_eastern Field_of_Games
str_theatre_description_eastern Holding_great_games_in_horse_archery_and_horse_racing_gives_the_people_another_possibility_to_enjoy._It_is_also_a_sign_of_power_and_increase_your_renown_and_relation_with_this_center._It_will_also_increase_your_reputation_and_gain_you_experience.
str_theatre_name_germanic Loremaster's_Hall
str_theatre_description_germanic A_great_hall_where_a_loremaster_can_talk_about_the_tales_of_our_people_gives_another_possibility_to_enjoy._It_is_also_a_sign_of_power_and_increase_your_renown_and_relation_with_this_center._It_will_also_increase_your_reputation_and_gain_you_experience.
str_theatre_name_british Bards_Hall
str_theatre_description_british A_great_hall_where_bards_gather_to_entertain_the_people_with_tales_and_plays._It_is_also_a_sign_of_power_and_increase_your_renown_and_relation_with_this_center._It_will_also_increase_your_reputation_and_gain_you_experience.
str_theatre_name_dacian Great_Games
str_theatre_description_dacian Hosting_various_different_types_of_games_on_a_regular_gives_the_people_another_possibility_to_enjoy._It_is_also_a_sign_of_power_and_increase_your_renown_and_relation_with_this_center._It_will_also_increase_your_reputation_and_gain_you_experience.
str_theatre_name_nomadic Great_Horce_Racing_Games
str_theatre_description_nomadic Horse_races_give_the_people_another_possibility_to_enjoy._Holding_such_games_regularly_is_a_sign_of_power_and_increase_your_renown_and_relation_with_this_center._It_will_also_increase_your_reputation_and_gain_you_experience.
str_public_baths_name_rome Public_Baths
str_public_baths_description_rome Baths_are_a_place_for_people_to_enjoy._It_is_another_sign_of_power_and_increase_your_renown_and_relation_with_this_center._It_will_also_increase_your_reputation_and_gain_you_experience.
str_public_baths_name_eastern Dynastic_Fire_Altar
str_public_baths_description_eastern Build_a_great_fire_altar_for_your_dynasty._It_is_another_sign_of_power_and_increase_your_renown_and_relation_with_this_center._It_will_also_increase_your_reputation_and_gain_you_experience.
str_public_baths_name_germanic Bathhouse
str_public_baths_description_germanic The_bathhouse_is_a_place_for_people_to_enjoy._It_will_increase_your_renown_and_relation_with_this_center._It_will_also_increase_your_reputation_and_gain_you_experience.
str_public_baths_name_british Sacred_place_of_the_Druids
str_public_baths_description_british Creating_a_place_where_druids_gather_will_increase_the_loyality_of_the_population._It_is_another_sign_of_power_and_increase_your_renown_and_relation_with_this_center._It_will_also_increase_your_reputation_and_gain_you_experience.
str_public_baths_name_dacian Sanctuary_of_Kotys
str_public_baths_description_dacian A_great_sanctuary_to_honor_Kotys._It_is_another_sign_of_power_and_increase_your_renown_and_relation_with_this_center._It_will_also_increase_your_reputation_and_gain_you_experience.
str_public_baths_name_nomadic House_of_the_Ancestors
str_public_baths_description_nomadic A_holy_place_to_honor_the_dead_and_drink_to_their_memory._It_is_another_sign_of_power_and_increase_your_renown_and_relation_with_this_center._It_will_also_increase_your_reputation_and_gain_you_experience.
str_triumphal_arch_name_rome Triumphal_Arch
str_triumphal_arch_description_rome A_triumphal_arch_show_your_most_famous_victories_over_your_enemies._It_will_increase_your_renown._Even_after_your_death_people_will_talk_about_you._It_will_also_increase_your_reputation_and_gain_you_experience.
str_triumphal_arch_name_eastern Pahlavi_Scriptorium
str_triumphal_arch_description_eastern By_building_a_scriptorum_most_you_can_spread_your_most_famous_victories_over_your_enemies._It_will_increase_your_renown._Even_after_your_death_people_will_talk_about_you._It_will_also_increase_your_reputation_and_gain_you_experience.
str_triumphal_arch_name_germanic Bardic_Circle
