5444
qstr_Recieved_damage_from Recieved_damage_from_fire!
qstr_You_are_unable_to_pa You_are_unable_to_pay_for_accommodation!
qstr_Rumors_reach_you_that Rumors_reach_you_that_you_have_been_indicted_for_treason!_A_secret_trial_is_taking_place_under_{s22}_chairmanship.
qstr_Treason Treason
qstr_Betrothal_to_{s5}_ex Betrothal_to_{s5}_expires
qstr__Your_tactics_skill_ _Your_tactics_skill_has_increased_by_1.
qstr__Your_charisma_has_i _Your_charisma_has_increased_by_1.
qstr__Your_intelligence_h _Your_intelligence_has_increased_by_1.
qstr__Your_prisoner_manag _Your_prisoner_management_skill_has_increased_by_1.
qstr__Your_persuasion_ski _Your_persuasion_skill_has_increased_by_1.
qstr__Your_leadership_ski _Your_leadership_skill_has_increased_by_1.
qstr__The_art_of_poop_inc _The_art_of_poop_increases_your_experience.
qstr__Your_trade_skill_ha _Your_trade_skill_has_increased_by_1.
qstr__Your_weapon_master_ _Your_weapon_master_skill_has_increased_by_1.
qstr__Your_engineer_skill _Your_engineer_skill_has_increased_by_1.
qstr_You_have_finished_re You_have_finished_reading_{s1}.{s2}
qstr_Book_Read Book_Read
qstr_{reg22}_of_your_priso {reg22}_of_your_prisoners_escaped_from_{s40}!
qstr_Your_slaves_in_{s40} Your_slaves_in_{s40}_have_generated_{reg20}_denars
qstr_Set_freelancer_praet Set_freelancer_praetorian_slot_properly.
qstr_The_widow_has_died_a The_widow_has_died_and_all_her_wealth_goes_to_the_state_treasure.
qstr_You_disobeyed_Caesar You_disobeyed_Caesar's_orders!_Nero_is_angry...
qstr_As_you_still_haven_t As_you_still_haven't_helped_Pupienus_with_his_request,_he_asks_other_people_for_support.
qstr_The_philosopher_is_a The_philosopher_is_angry_that_you_still_haven't_reached_Ctesiphon_and_leaves_your_party.
qstr_Life_punishes_those_ Life_punishes_those_who_come_too_late._Now_it_is_too_late_to_negotiate_with_the_Parthian_king.
qstr_You_didn_t_managed_to You_didn't_managed_to_bring_the_grain_in_the_given_time.
qstr_You_are_too_late_th You_are_too_late,_the_merchant_has_found_another_person_for_a_loan.
qstr_You_didn_t_managed_to_ You_didn't_managed_to_convince_the_Princeps.
qstr_{s1}_is_scouted. {s1}_is_scouted.
qstr_{!}DEBUG___{s4}_faction_chan {!}DEBUG_-_{s4}_faction_changed_from_slot_troop_change_to_faction
qstr_{s1}_has_switched_fr {s1}_has_switched_from_{s2}_to_{s3}.
qstr_{!}DEBUG___Checking_ {!}DEBUG_-_Checking_fire_at_{s4}_for_{s5}_-_current_time_{reg3},_last_nearby_fire_{reg4}
qstr_Distance_between_{s1 Distance_between_{s14}_and_{s15}:_{reg0}
qstr_Your_caravan_has_bro Your_caravan_has_brought_{s12}_to_{s13}.
qstr_{!}_Gift_price_facto {!}_Gift_price_factor_{reg0}/100,_effective_value_{reg1}
qstr_{s13}_is_unimpressed {s13}_is_unimpressed_by_your_paltry_gift.
qstr_The_people_of_{s13}_ The_people_of_{s13}_are_unimpressed_by_your_paltry_gift.
qstr_Your_caravan_has_los Your_caravan_has_lost_it's_way_and_gave_up_your_mission!
qstr_Your_messenger_reach Your_messenger_reached_{s13}.
qstr_{s14} {s14}
qstr_Your_messenger_has_l Your_messenger_has_lost_its_way_and_gave_up_your_mission!
qstr_Not_enough_money_in_ Not_enough_money_in_treasury_to_upgrade_troops.
qstr_Your_Custos_Publicus Your_Custos_Publicus_upgraded_{reg5}_{s6}_to_{s7}_in_{s8}
qstr_{s1}_has_invalid_hom {s1}_has_invalid_home_town_slot._Target:_{s2}._Slot:_{reg0}
qstr_It_is_rumoured_that_ It_is_rumoured_that_a_spy_has_been_caught_in_{s11}.
qstr_{!}DEBUG___change_fo {!}DEBUG_-_change_for_troop_=__{reg1}_for_{s9}
qstr_{!}DEBUG___no_eligib {!}DEBUG_-_no_eligible_lords_in_exile
qstr_{!}DEBUG___{reg0}_lo {!}DEBUG_-_{reg0}_lords_found_in_exile;_randomly_decided_not_to_try_to_return_anyone.
qstr_{!}DEBUG___{reg1}_lo {!}DEBUG_-_{reg1}_lords_found_in_exile;_{s4}_chosen_to_return,_score_was_{reg0}
qstr_{!}DEBUG___{s4}_foun {!}DEBUG_-_{s4}_found_no_faction_to_return_to!
qstr_{!}DEBUG___Not_retur {!}DEBUG_-_Not_returning_a_lord_to_the_player's_kingdom,_since_there_are_already_{reg0}_lords_waiting_for_their_petitions_to_be_heard.
qstr_{s0}_is_grumbling_ag {s0}_is_grumbling_against_you.__Your_affiliation_could_be_jeopardized_if_this_continues.
qstr_{s0}_is_grumbling_aga {s0}_is_grumbling_against_you,_but_with_{s1}'s_support_you_remain_affiliated_for_now.
qstr_Your_last_estate_was Your_last_estate_was_captured_and_{reg10}_denars_of_{reg11}_are_transfered_to_you._{reg12}_denars_have_been_lost!
qstr_The_weather_changed_ The_weather_changed_to:_'Calm'.
qstr_The_weather_changed_t The_weather_changed_to:_'light_breeze'.
qstr_The_weather_changed_to The_weather_changed_to:_'moderate_breeze'.
qstr_The_weather_changed_to: The_weather_changed_to:_'Gale'.
qstr_The_weather_changed_to:_ The_weather_changed_to:_'Storm'.
qstr_Your_piety_effects_y Your_piety_effects_your_renown.
qstr_Stability_of_the_Empire_ Stability_of_the_Empire_decreases,_due_to_your_low_right_to_rule.
qstr_Stability_of_the_Empire_d Stability_of_the_Empire_decreases,_due_to_your_low_support_in_the_senate.
qstr_Stability_of_the_Empire_i Stability_of_the_Empire_increases,_due_to_your_support_in_the_senate.
qstr_The_fires_of_civil_w The_fires_of_civil_war_weaken_the_unity_of_the_Empire._Stability_decreases
qstr_Stability_of_the_Empire_de Stability_of_the_Empire_decreases,_due_to_your_bad_reputation.
qstr_May_the_gods_give_us May_the_gods_give_us_a_worthwhile_future._Stability_increases
qstr_Gods_have_mercy! Gods,_have_mercy!
qstr_You_are_no_longer_pa You_are_no_longer_part_of_Rome_and_lost_your_rank.
qstr_Shaders_set Shaders_set
qstr_{reg22}_of_your_prison {reg22}_of_your_prisoners_escaped_from_your_party!
qstr_As_you_are_now_Caesa As_you_are_now_Caesar_Augustus,_Princeps_of_Rome,_you_change_your_culture_to_Roman.
qstr_Set_Player_kingdoms_ Set_Player_kingdoms_banner
qstr_Error:_strange_banne Error:_strange_banner_for_{s20},_reset_it._org:_{reg1}
qstr_The_senate_meeting_h The_senate_meeting_has_started
qstr_{s0}_has_recovered_f {s0}_has_recovered_from_being_raided.
qstr__The_garrison_of_{s4 _The_garrison_of_{s40}_was_attacked_by_groups_of_rebels!
qstr_Error_on_Rebellion_s Error_on_Rebellion_simple_trigger
qstr_ERROR_ERROR_ERROR:_Wr ERROR_ERROR_ERROR:_Wrong_barbarian_revolt_party
qstr_A_messenger_informs_ A_messenger_informs_you_that_a_rebellion_has_started_in_{s67}
qstr_Rebellion Rebellion
qstr_The_people_of_{s67}_ The_people_of_{s67}_rise_up_against_their_overlords_from_{s66}!
qstr_It_hurts_Fortuna_how It_hurts_Fortuna_how_dishonorable_you_are.
qstr_Fortuna_is_pleased_s Fortuna_is_pleased_seeing_you_being_a_honorable_man.
qstr_Rumors_say_that_{s44 Rumors_say_that_{s44}_has_evaded_taxes_of_{s40}.
qstr_Error_at_the_slave_t Error_at_the_slave_train_spawn_trigger!!_YOU_MUST_REPORT_THIS_BUG
qstr_ERROR_ERROR_ERROR:_Wro ERROR_ERROR_ERROR:_Wrong_slave_train_party
qstr_ERROR_ERROR_ERROR:_Wron ERROR_ERROR_ERROR:_Wrong_kingdom_hero_party
qstr_Your_{s0}_adds_prosp Your_{s0}_adds_prosperity_to_{s50}_and_fame_to_you.
qstr_The_social_housing_d The_social_housing_decree_increases_your_relation_with_{s50}.
qstr_The_nightly_curfew_l The_nightly_curfew_lowers_your_relation_with_{s50}.
qstr_The_decree_about_ent The_decree_about_entry_controls_lowers_your_relation_with_{s50}.
qstr_The_decree_about_law The_decree_about_law_enforcement_lowers_your_relation_with_{s50}.
qstr_Troops_gain_experien Troops_gain_experience_in_{s50}_due_to_your_{s0}.
qstr_Your_{s0}_in_{s50}_a Your_{s0}_in_{s50}_adds_fame_to_you.
qstr_Your_{s0}_in_{s50}_ad Your_{s0}_in_{s50}_add_prosperity_and_fame.
qstr_In_{s22}_has_started In_{s22}_has_started_a_{s0}.
qstr_The_fire_in_{s60}_de The_fire_in_{s60}_destroyed_({s0})!
qstr_Due_to_your_bad_repu Due_to_your_bad_reputation,_you_lose_support_in_the_senate.
qstr_Do_your_duties_and_h Do_your_duties_and_handle_the_petitions
qstr_During_today_s_train During_today's_training,_you_were_accidently_injured._While_the_wounds_aren't_severe,_it_may_take_some_time_for_them_to_heal.
qstr_Today_you_awoke_wit Today,_you_awoke_with_a_horrible_toothache_and_now_you_can_no_longer_hide_the_pain.
qstr_You_slipped_on_wet_g You_slipped_on_wet_ground,_and_you_were_injured.
qstr__While_traveling__Yo (While_traveling)_You_happen_to_find_an_abandoned_house._You_found_some_loot.
qstr_The_adventure_life_ The_adventure,_life_in_the_field,_the_constant_training_makes_you_feel_strong_and_well,_you_are_ready_to_face_any_challenge.
qstr_Today_you_got_lucky_ Today_you_got_lucky_and_found_a_small_bag_hidden_behind_a_bush._Inside_the_bag_was_300_denars.
qstr_During_a_small_rest_ During_a_small_rest_you_noticed_a_shiney_object_in_the_ground_caught_your_eye._You_tooked_a_closer_look,_thinking_it_may_be_some_denars._Unfortunately_it_was_only_a_small_piece_of_rusted_metal_lying_on_the_ground,_totally_worthless.
qstr_The_water_reserves_h The_water_reserves_have_been_contaminated_and_it_must_be_rationed_until_you_reach_the_next_town.
qstr_You_and_your_party_h You_and_your_party_have_come_across_an_abandoned_wagon_of_full_of_mead,_and_you_gift_it_to_your_men.
qstr_Farmes_from_a_nearby Farmes_from_a_nearby_village_have_gathered_a_bounty_of_food_for_your_troops.
qstr_You_have_found_lefto You_have_found_leftovers_of_a_recent_battle._Searching_the_bodies,_you_managed_to_find_200_denars.
qstr_Physicians_in_larger Physicians_in_larger_towns_can_treat_the_wounds_for_a_price,_after_which_they_will_heal_within_a_few_days._Any_negative_effects_will_then_be_removed.
qstr_You_are_wounded You_are_wounded
qstr_You_gained_{reg11}_i You_gained_{reg11}_intelligence_points_back!
qstr_You_gained_{reg11}_c You_gained_{reg11}_charisma_points_back!
qstr_You_gained_{reg11}_s You_gained_{reg11}_strength_points_back!
qstr_You_gained_{reg11}_a You_gained_{reg11}_agility_points_back!
qstr_{s1}You_have_only_on {s1}You_have_only_one_day_left_to_take_care_of_{reg7}_of_your_injuries._Visit_a_physician_in_a_larger_town_to_do_so.^^
qstr_{s1}{reg7}_of_your_i {s1}{reg7}_of_your_injuries_{reg8?have:has}_become_permanent_because_{reg8?they_haven't_been:it_wasn't}_tended.^^
qstr_{s1}{reg7}_of_your_w {s1}{reg7}_of_your_wounds_{reg8?are:is}_cured,_and_your_related_abilities_aren't_limited_any_more.
qstr_Wound_Report Wound_Report
qstr_The_poem_{s40}_had_w The_poem_{s40}_had_written_for_{s33}_didn't_seem_to_work_very_well.
qstr_Poem_for_a_lady Poem_for_a_lady
qstr_{s33}_seemed_to_like {s33}_seemed_to_like_the_poem_{s40}_had_written_for_her.
qstr_{s40}_s_poem_about_y {s40}'s_poem_about_you_seems_to_be_spreading_through_the_land.
qstr_Fame_spreads Fame_spreads
qstr_The_promised_troops_ The_promised_troops_arrive
qstr_The_promised_troops_c The_promised_troops_can't_find_you,_as_you_are_a_prisoner,_and_return_home
qstr_slot_crucified_slave slot_crucified_slave_icon_corrupted_at_{s34}.
qstr_You_hear_rumors_abou You_hear_rumors_about_Christians_being_no_longer_pursued_in_{s34}.
qstr_You_hear_rumors_about You_hear_rumors_about_Christians_being_pursued_in_{s34}.
qstr_Having_women_in_your Having_women_in_your_follower_party_improves_moral.
qstr_Winter_is_the_worst_ Winter_is_the_worst_time_for_war._It's_cold,_it_rains_too_much_and_food_is_scarce._In_winter,_men_would_rather_shelter_by_the_fire_than_campaign._Watch_your_morale_and_your_food_stores.
qstr_Deserts_are_relentle Deserts_are_relentless_places._The_heat_is_unbearable_and_water_is_always_scarce.
qstr_Your_men_are_getting_ Your_men_are_getting_tired_from_the_forced_march.
qstr_You_lose_support_in_t You_lose_support_in_the_senate._(Decline_over_time)
qstr_Due_to_your_relation Due_to_your_relationship_with_Caesar_Nero,_you_lose_support_in_the_senate.
qstr_Danger! Danger!
qstr_The_bandits_approach The_bandits_approach.
qstr_ERROR_ERROR_ERROR:_Wrong ERROR_ERROR_ERROR:_Wrong_bandit_party,_qst_elusive_bandits
qstr_{s17}_hires_troops_f {s17}_hires_troops_for_his_legion.
qstr_The_headquarter_of_{ The_headquarter_of_{s7}_in_{s5}_has_been_captured._It's_new_headquarter_is_in_{s6}.
qstr_The_province_{s6}_wa The_province_{s6}_was_lost._{s5}_is_no_longer_a_governor.
qstr_{s21}_s_governorship {s21}'s_governorship_of_{s23}_has_expired._The_senate_has_assigned_{s22}_as_new_governor.
qstr_Bought_food_is_autom Bought_food_is_automatically_added_to_your_follower_party.
qstr_Buy_food_automaticall Buy_food_automatically_when_leaving._You_can_change_which_kind_of_food_is_bought._{s10}
qstr_You_buy_food_automat You_buy_food_automatically.
qstr_List_of_companions_a List_of_companions_and_their_locations:^
qstr_The_food_is_automati The_food_is_automatically_added_to_your_follower_party.
qstr_enalbe enalbe
qstr_disable disable
qstr_Party_stance_changed Party_stance_changed_to_{s0}
qstr_Change_party_stance_ Change_party_stance_({s0})
qstr_HEY HEY
qstr_Change_party_stance__ Change_party_stance_(currently_{s0})
qstr_Manage_follower_part Manage_follower_party
qstr_{reg2}_denars_are_ta {reg2}_denars_are_taking_from_your_private_treasury_(containing_{reg1}_denars)_and_{reg4}_denars_are_taken_from_your_own_pocket_(containing_{reg3}_denars).
qstr_Do_you_wish_to_revoke Do_you_wish_to_revoke_{s30}?_It_would_cost_you_{reg0}_denars.^^{s10}
qstr_Issuing_a_decree_cost Issuing_a_decree_costs_{reg0}_denars._Do_you_wish_to_issue_{s30}?^^{s10}
qstr_Building_a_{s0}_would Building_a_{s0}_would_cost_you_{reg0}_denars_and_take_{reg1}_days._Do_you_wish_to_proceed?^^{s10}
qstr_{reg2}_denars_are_tak {reg2}_denars_are_taking_from_your_private_treasury_(containing_{reg1}_denars)_and_{reg4}_denars_are_taken_from_your_own_pocket_(containing_{reg3}_denars).^^{reg5?You_can_also_use_funds_from_the_imperial_treasury,_it_currently_contains_{reg5}_denars._Press_control_while_clicking_on_'Yes'_to_use_the_imperial_treasury.:}
qstr_{reg0}_denars_have_b {reg0}_denars_have_been_added_to_the_imperial_treasury
qstr_{reg0}_denars_have_be {reg0}_denars_have_been_taken_from_the_imperial_treasury
qstr_Set_banner Set_banner
qstr_Companion_relations: Companion_relations:^
qstr_{s0}^{s1}_likes_{s4} {s0}^{s1}_likes_{s4}
qstr_{s0}^{s1}_hates_{s4} {s0}^{s1}_hates_{s4}
qstr_{reg10} {reg10}
qstr_{s0}___^+__Likes_{s4 {s0}___^+)_Likes_{s4}
qstr_{s0}___^___Hates_{s4 {s0}___^-)_Hates_{s4}
qstr_List_of_companions_ List_of_companions,_their_locations_and_relations:^
qstr_{s0}^_____+__Likes_{ {s0}^_____+)_Likes_{s4}
qstr_{s0}^________Hates_{ {s0}^_____-)_Hates_{s4}
qstr_Your_pietas_effects_ Your_pietas_effects_your_renown.
qstr_{s72}_Pietas:_{reg57 {s72}_Pietas:_{reg57}.
qstr_{s72}_Pietas:_0. {s72}_Pietas:_0.
qstr_{playername}_I_sens {playername},_I_sense_your_faith_wavers._While_you_may_have_avoided_outright_scorn_from_the_gods,_it_is_unwise_to_neglect_their_blessings._A_little_more_pietas_could_go_a_long_way_toward_ensuring_your_future_success.
qstr_Oh_{playername}_yo Oh,_{playername},_your_devotion_is_truly_beautiful._The_gods_must_look_upon_you_with_great_love_and_pride._Such_pietas_inspires_everyone_around_you,_myself_included.
qstr_{playername}_your_d {playername},_your_devotion_to_the_divine_is_truly_inspiring._It's_no_wonder_the_gods_favor_you_so_deeply,_for_your_pietas_shines_like_a_beacon._Such_faith_will_undoubtedly_lead_to_blessings_for_you_and_those_you_serve.
qstr_{playername}_your_p {playername},_your_pietas_is_commendable._The_gods_clearly_look_favorably_upon_you,_though_I_wonder_if_you_find_their_favor_as_rewarding_as_it_seems.
qstr_You_gained_{reg0}_pie You_gained_{reg0}_pietas!
qstr_You_lost_{reg0}_pieta You_lost_{reg0}_pietas!
qstr_The_diety_you_have_ch The_diety_you_have_chosen_is_hated_amoung_people_of_your_culture,_you_lose_pietas!
qstr_Pietas__piety_: Pietas_(piety):
qstr_The_sacrifice_was_suf The_sacrifice_was_sufficient._You_gain_pietas!
qstr_The_people_commend_yo The_people_commend_your_generosity,_but_the_priesthood_is_discontented_by_the_perceived_lack_of_pietas._Nonetheless,_your_actions_manage_to_somewhat_overshadow_the_tragedy,_bringing_a_degree_of_stability_and_hope_in_the_aftermath.
qstr_Travel_to_mount_Olym Travel_to_mount_Olympus_and_defeat_the_'creature'_which_is_terrorising_the_village_of_{s23}.
qstr_vWaveInfo vWaveInfo
qstr_vWaveOrigin vWaveOrigin
qstr_vTimer vTimer
qstr_{!}beaufort:_{reg1} {!}beaufort:_{reg1}
qstr_Party_Morale Party_Morale
qstr_Base_morale: Base_morale:
qstr_You_heard_rumors_about_ You_heard_rumors_about_Elysium,_a_mysterious_island_in_the_Aegean_Sea._Talk_with_a_tavernkeeper_in_the_taverns_of_{s10},_{s11}_or_{s12}_to_find_out_more_about_this_tale.
qstr_You_heard_rumors_about_a You_heard_rumors_about_an_island_in_the_Aegean_Sea._To_reach_this_place_sail_next_to_the_island_Cythnus_and_wait_for_a_suitable_storm.^^(Hint:_Once_you_are_near_Cythnus_press_the_camp_menu_button.)
qstr_Set_player_horse Set_player_horse
qstr_player_horse_active player_horse_active
qstr_SET_player_position SET_player_position
qstr_get_player_position get_player_position
qstr_{s0}_neighbors_of_{s {s0}_neighbors_of_{s1}
qstr_{s0}^{s2}_neighbors_ {s0}^{s2}_neighbors_of_{s3}
qstr_{s0}_{s0} {s0}_{s0}
qstr_{s0}_{s1}1 {s0}_{s1}
qstr_{s0}_{s1}_{reg10} {s0}_{s1},_{reg10}
qstr_{s61}_have_a_defense {s61}_have_a_defense_pact_with_the_{s62}
qstr_{s61}_have_an_allian {s61}_have_an_alliance_with_the_{s62}
qstr_Charge_issue Charge_issue
qstr_Charge_issue_{reg1} Charge_issue_{reg1}
qstr_Charge_issue_{reg0} Charge_issue_{reg0}
qstr_0_Charge_issue_{reg0 0_Charge_issue_{reg0}
qstr_1_Charge_issue_{reg0 1_Charge_issue_{reg0}
qstr_2_Charge_issue_{reg0 2_Charge_issue_{reg0}
qstr_2_Charge_issue_{reg0} 2_Charge_issue_{reg0},_{reg60}
qstr_{reg0}_corruption {reg0}_corruption
qstr_fac_id_=_{reg10} fac_id_=_{reg10}
qstr_{s0}__{reg0}_ {s0}_({reg0})
qstr_{s0}__You_ {s0}_(You)
qstr_Disable_strategic_ca Disable_strategic_camera
qstr_Higher Higher
qstr_Hey Hey
qstr_Enable_strategic_cam Enable_strategic_camera
qstr_Weapon_upgrade_settin Weapon_upgrade_settings
qstr_Go_to_the_villa_of_Lu Go_to_the_villa_of_Lucillus_in_Rome,_and_kill_him.^(Hint:_you_find_the_villa_under_the_'sights_of_Rome'_menu._Your_companions_can_help_you.)
qstr_Spanned Spanned
qstr_Set_position Set_position
qstr_If_enabled_up_to_fo If_enabled,_up_to_four_companions_will_accompany_you_when_you_walk_in_taverns,_through_the_streets_etc._Companions_spawn_according_to_their_position_inside_the_party._Companions_ordered_first,_will_spawn_first.
qstr_Relocate_horse Relocate_horse
qstr_spawn_gux spawn_gux
qstr_Relocate_gux Relocate_gux
qstr_Use_horse Use_horse
qstr_Relocate_{s10} Relocate_{s10}
qstr_player_team_{reg15} player_team_{reg15}
qstr_{s0}_team_{reg15} {s0}_team_{reg15}
qstr_spouse_{s69} spouse_{s69}
qstr_{s1}{s2}_Controversy:_ {s1}{s2}_Controversy:_{reg41}^Reputation:_{s42}._She_is_your_lover.^Belongs_to_the_{s45}^{reg46?Her_husband,_{s46}:}{s47}^Days_since_last_meeting:_{reg49}^^Poems:^__{reg50?{s50}:no_poem_heard}
qstr_{s10}_{reg0} {s10}_{reg0}
qstr_Check_3 Check_3
qstr_Check_5 Check_5
qstr_Gold:_{reg0} Gold:_{reg0}
qstr_Notification_slot_hi Notification_slot_highest:_{reg0}
qstr_Set_time_flow_to_low Set_time-flow_to_lowest
qstr_Set_time_flow_to_0.2 Set_time-flow_to_0.25
qstr_Set_time_flow_to_0.5 Set_time-flow_to_0.50
qstr_Set_time_flow_to_0.7 Set_time-flow_to_0.75
qstr_Set_time_flow_to_nor Set_time-flow_to_normal
qstr_Set_time_flow_to_1.2 Set_time-flow_to_1.25
